enrollment_id,student_id,academic_year,year_of_study,faculty,module_code,module_session_type,early_wave_attendance_pct,early_wave_lms_logins,early_wave_submission_rate,mid_wave_attendance_pct,mid_wave_lms_logins,mid_wave_submission_rate,mid_wave_formative_avg,engagement_consistency_score,prerequisite_grade,final_mark,module_outcome,module_failure_label
186e2090,SYN100357,2024,2,Health Sciences,HEA201,semester1,52.2,5,0.29,27.8,2,0.16,66.8,0.82,36.5,34.0,Fail,1
35cfc146,SYN100357,2024,2,Health Sciences,HEA202,semester1,61.2,6,0.24,50.9,3,0.19,53.3,0.92,,31.3,Fail,1
658c2383,SYN100357,2024,2,Health Sciences,HEA203,semester2,46.4,5,0.2,37.0,7,0.09,58.2,0.85,,5.1,Fail,1
912b03b8,SYN100357,2024,2,Health Sciences,HEA204,semester2,52.4,3,0.4,45.2,4,0.26,56.9,0.79,72.0,67.2,Pass,0
ea0730ad,SYN100357,2024,2,Health Sciences,HEA205,year,45.9,3,0.35,35.8,5,0.27,28.6,0.88,,40.5,Fail,1
9bb6ebe3,SYN100358,2023,1,Science,SCI101,semester1,33.2,2,0.21,35.6,0,0.16,36.4,0.93,,31.7,Fail,1
ce01ffae,SYN100358,2023,1,Science,SCI102,year,42.1,3,0.48,35.6,3,0.4,50.6,0.88,,38.9,Fail,1
8927f972,SYN100358,2023,1,Science,SCI103,year,28.2,4,0.31,0.0,6,0.12,46.6,0.73,,56.1,Fail,1
18ce59bc,SYN100358,2023,1,Science,SCI104,semester2,43.6,1,0.45,16.4,0,0.27,49.7,0.75,,65.5,Pass,0
097ef264,SYN100358,2023,1,Science,SCI105,year,27.0,4,0.25,6.8,6,0.1,65.0,0.77,,37.6,Fail,1
6ea982c7,SYN100359,2023,1,Commerce,COM101,semester1,19.9,2,0.15,5.9,3,0.09,71.9,0.92,,74.3,Pass,0
308dd873,SYN100359,2023,1,Commerce,COM102,semester2,31.8,2,0.46,16.5,5,0.35,39.3,0.85,,48.0,Pass,0
2254d4f0,SYN100359,2023,1,Commerce,COM103,semester1,77.9,5,0.72,64.6,7,0.63,44.7,0.87,,51.4,Fail,1
2b7632e3,SYN100359,2023,1,Commerce,COM104,semester1,37.8,1,0.15,17.3,4,0.04,44.1,0.84,,34.1,Fail,1
f008fddb,SYN100359,2023,1,Commerce,COM105,semester2,73.2,7,0.65,52.7,7,0.55,68.8,0.86,,43.7,Fail,1
d4eeed0b,SYN100359,2024,2,Commerce,COM201,semester1,40.4,3,0.34,11.5,1,0.15,58.2,0.73,66.5,71.1,Pass,0
5d279b5f,SYN100359,2024,2,Commerce,COM202,year,37.9,1,0.32,17.4,3,0.2,42.1,0.83,42.6,33.8,Fail,1
c6993ee6,SYN100359,2024,2,Commerce,COM203,semester1,42.4,2,0.48,18.5,4,0.36,42.5,0.83,51.7,40.3,Fail,1
377b412e,SYN100359,2024,2,Commerce,COM204,semester1,51.9,2,0.48,32.9,0,0.33,63.3,0.79,47.8,82.6,Pass,0
cf471331,SYN100359,2024,2,Commerce,COM205,semester1,57.8,2,0.39,29.2,4,0.24,54.9,0.78,66.7,58.7,Pass,0
d83ef148,SYN100359,2025,3,Commerce,COM301,year,43.5,5,0.41,45.1,4,0.36,50.3,0.92,,58.2,Pass,0
008385df,SYN100359,2025,3,Commerce,COM302,semester2,37.9,3,0.36,21.3,1,0.22,53.6,0.8,,43.9,Fail,1
806d5ce2,SYN100359,2025,3,Commerce,COM303,year,51.8,3,0.55,30.7,5,0.37,53.0,0.76,62.5,10.9,Fail,1
42202c89,SYN100359,2025,3,Commerce,COM304,semester2,79.3,2,0.68,78.0,4,0.63,42.0,0.92,64.7,26.8,Fail,1
b8279a40,SYN100360,2022,1,Engineering,ENG101,semester2,99.6,7,0.98,76.2,6,0.83,77.2,0.79,,97.6,Pass,0
16d1a2c5,SYN100360,2022,1,Engineering,ENG102,semester1,69.8,4,0.75,72.1,7,0.72,74.1,0.97,,97.6,Pass,0
323c140c,SYN100360,2022,1,Engineering,ENG103,semester2,87.8,8,0.59,67.6,6,0.5,82.0,0.86,,86.1,Pass,0
871747ec,SYN100360,2022,1,Engineering,ENG104,semester1,100.0,9,0.71,96.3,9,0.71,74.1,1.0,,92.5,Pass,0
5b497948,SYN100360,2022,1,Engineering,ENG105,semester1,100.0,9,0.8,88.2,9,0.76,75.3,0.93,,88.6,Pass,0
c7337b87,SYN100360,2023,2,Engineering,ENG201,semester2,77.9,6,0.57,66.3,9,0.49,63.4,0.89,81.3,43.9,Fail,1
1e8a73b9,SYN100360,2023,2,Engineering,ENG202,semester2,68.9,7,0.61,57.1,10,0.52,66.0,0.87,,86.9,Pass,0
5ea5f013,SYN100360,2023,2,Engineering,ENG203,semester2,77.2,2,0.71,75.2,3,0.69,76.4,0.97,84.7,81.9,Pass,0
be6bc0e5,SYN100360,2023,2,Engineering,ENG204,semester1,76.2,4,0.53,66.9,2,0.42,64.7,0.84,76.4,97.8,Pass,0
362607fc,SYN100360,2023,2,Engineering,ENG205,semester2,100.0,8,0.92,90.3,7,0.9,58.7,0.97,77.4,92.9,Pass,0
59506d2e,SYN100361,2023,1,Science,SCI101,semester1,61.5,7,0.55,51.6,8,0.47,62.3,0.88,,96.1,Pass,0
31f91200,SYN100361,2023,1,Science,SCI102,semester2,44.7,5,0.65,50.4,8,0.65,55.2,1.0,,92.3,Pass,0
4016c54b,SYN100361,2023,1,Science,SCI103,semester2,35.2,5,0.4,24.2,2,0.29,63.3,0.85,,70.1,Pass,0
2cbbc96c,SYN100361,2023,1,Science,SCI104,semester2,52.4,3,0.55,50.9,3,0.53,61.1,0.96,,90.6,Pass,0
96f5c8b8,SYN100361,2023,1,Science,SCI105,semester2,71.5,5,0.58,63.7,2,0.52,41.1,0.91,,78.8,Pass,0
014a8290,SYN100361,2024,2,Science,SCI201,year,57.0,5,0.39,49.3,3,0.31,47.1,0.88,,35.1,Fail,1
1ee94748,SYN100361,2024,2,Science,SCI202,semester1,70.3,5,0.67,66.6,6,0.67,21.6,1.0,42.2,28.4,Fail,1
cc704968,SYN100361,2024,2,Science,SCI203,semester1,25.4,2,0.46,7.3,1,0.35,54.6,0.84,45.4,37.0,Pass,0
5d4deba8,SYN100361,2024,2,Science,SCI204,semester1,47.7,6,0.53,39.4,9,0.49,34.3,0.94,,55.1,Pass,0
82abdbab,SYN100361,2024,2,Science,SCI205,semester2,38.9,6,0.33,18.2,3,0.22,71.0,0.84,51.9,41.6,Fail,1
98128461,SYN100361,2025,3,Science,SCI301,year,64.7,6,0.53,58.1,9,0.44,61.5,0.87,,62.6,Pass,0
ec710043,SYN100361,2025,3,Science,SCI302,semester2,52.2,5,0.7,53.7,6,0.7,42.4,1.0,49.2,62.9,Pass,0
e61a87a7,SYN100361,2025,3,Science,SCI303,semester1,60.6,6,0.57,52.9,6,0.52,49.9,0.93,51.7,43.2,Fail,1
26d106f0,SYN100361,2025,3,Science,SCI304,semester1,47.8,3,0.54,21.4,5,0.36,51.7,0.75,,30.3,Fail,1
7d5519ef,SYN100361,2026,4,Science,SCI401,semester1,25.9,2,0.54,7.0,4,0.39,32.0,0.79,45.3,27.1,Fail,1
5572f42e,SYN100361,2026,4,Science,SCI402,year,49.3,3,0.23,45.3,0,0.2,29.0,0.95,,30.5,Fail,1
7e65ca90,SYN100361,2026,4,Science,SCI403,semester1,26.3,1,0.09,33.0,2,0.09,34.6,1.0,48.1,40.3,Fail,1
21c626f4,SYN100362,2023,1,Health Sciences,HEA101,semester2,43.2,3,0.52,13.3,4,0.36,53.7,0.77,,60.1,Pass,0
0d9552d0,SYN100362,2023,1,Health Sciences,HEA102,semester1,42.4,1,0.37,34.6,4,0.32,40.6,0.92,,34.6,Fail,1
bd924a2d,SYN100362,2023,1,Health Sciences,HEA103,year,38.7,6,0.33,21.0,3,0.22,45.9,0.84,,65.1,Pass,0
84494c4b,SYN100362,2023,1,Health Sciences,HEA104,semester2,40.7,3,0.3,25.3,5,0.22,47.5,0.9,,69.9,Pass,0
86a2142c,SYN100362,2023,1,Health Sciences,HEA105,semester1,55.4,1,0.54,48.0,0,0.47,37.8,0.9,,31.0,Fail,1
7c54f880,SYN100362,2024,2,Health Sciences,HEA201,semester1,31.7,2,0.39,0.0,4,0.17,58.3,0.68,41.8,44.1,Fail,1
c04223ee,SYN100362,2024,2,Health Sciences,HEA202,semester2,44.7,7,0.33,20.6,4,0.21,31.0,0.82,,45.6,Pass,0
bd084845,SYN100362,2024,2,Health Sciences,HEA203,semester1,49.7,3,0.61,16.4,2,0.45,42.0,0.76,15.5,33.4,Fail,1
5d6ec582,SYN100362,2024,2,Health Sciences,HEA204,semester1,48.6,5,0.24,48.1,7,0.14,21.0,0.86,74.6,34.7,Fail,1
7355c90b,SYN100362,2024,2,Health Sciences,HEA205,semester2,33.4,2,0.3,0.0,0,0.1,29.3,0.71,,41.3,Fail,1
df63d1ea,SYN100363,2022,1,Engineering,ENG101,semester1,44.1,3,0.64,35.5,1,0.61,65.2,0.95,,86.7,Pass,0
67a56d4a,SYN100363,2022,1,Engineering,ENG102,semester2,75.5,8,0.63,58.9,7,0.49,53.7,0.79,,57.2,Pass,0
73fcc3d5,SYN100363,2022,1,Engineering,ENG103,semester2,95.0,8,1.0,100.0,7,1.0,80.0,1.0,,100.0,Pass,0
23804823,SYN100363,2022,1,Engineering,ENG104,semester2,61.9,6,0.44,41.7,9,0.33,78.5,0.85,,94.3,Pass,0
29f6a63d,SYN100363,2022,1,Engineering,ENG105,semester1,74.6,10,0.67,74.9,10,0.67,87.8,1.0,,44.0,Fail,1
bbd50d96,SYN100363,2023,2,Engineering,ENG201,semester1,70.6,3,0.54,40.7,1,0.39,67.4,0.78,69.8,18.5,Fail,1
320732d2,SYN100363,2023,2,Engineering,ENG202,semester1,83.6,5,0.56,77.4,7,0.54,70.8,0.96,70.4,100.0,Pass,0
24581b9e,SYN100363,2023,2,Engineering,ENG203,semester2,85.9,5,0.75,76.3,2,0.73,76.3,0.98,,80.9,Pass,0
53b0b6a1,SYN100363,2023,2,Engineering,ENG204,semester2,65.5,9,0.42,55.0,12,0.36,68.6,0.9,77.4,87.5,Pass,0
71954ec2,SYN100363,2023,2,Engineering,ENG205,semester1,62.5,5,0.46,63.9,4,0.46,77.7,1.0,,92.6,Pass,0
953eb2de,SYN100363,2024,3,Engineering,ENG301,year,36.3,4,0.25,14.0,6,0.14,53.6,0.84,62.5,62.7,Pass,0
b98d645d,SYN100363,2024,3,Engineering,ENG302,semester2,56.4,5,0.49,14.6,4,0.25,60.7,0.67,76.3,41.2,Fail,1
ec1b3b4a,SYN100363,2024,3,Engineering,ENG303,semester2,65.6,4,0.48,49.5,5,0.35,41.3,0.82,68.8,39.1,Fail,1
705e660c,SYN100363,2024,3,Engineering,ENG304,semester2,56.3,4,0.32,39.4,2,0.22,49.3,0.85,48.4,42.6,Fail,1
d50ddfdb,SYN100363,2025,4,Engineering,ENG401,semester1,30.2,2,0.35,0.0,2,0.17,59.3,0.74,,23.1,Fail,1
6e63257c,SYN100363,2025,4,Engineering,ENG402,semester2,52.3,0,0.63,42.2,0,0.55,43.4,0.89,,54.4,Fail,1
c18be61c,SYN100363,2025,4,Engineering,ENG403,semester2,23.6,5,0.26,3.1,4,0.1,52.1,0.77,,54.7,Pass,0
e1cf48d2,SYN100364,2022,1,Health Sciences,HEA101,year,61.0,2,0.61,44.3,2,0.5,41.7,0.85,,68.2,Pass,0
801a8c01,SYN100364,2022,1,Health Sciences,HEA102,year,53.1,7,0.43,25.0,6,0.26,52.5,0.75,,41.1,Fail,1
c815e2c2,SYN100364,2022,1,Health Sciences,HEA103,semester1,75.0,3,0.41,50.9,0,0.24,55.8,0.75,,24.3,Fail,1
ba6c09ce,SYN100364,2022,1,Health Sciences,HEA104,semester2,25.0,4,0.4,0.0,3,0.22,64.1,0.74,,78.2,Pass,0
4d5922a3,SYN100364,2022,1,Health Sciences,HEA105,semester1,57.0,4,0.45,51.3,4,0.39,40.4,0.91,,47.8,Fail,1
863bcf3b,SYN100364,2023,2,Health Sciences,HEA201,semester1,74.5,6,0.45,67.3,5,0.44,20.5,0.99,56.1,42.9,Fail,1
7a7c52e1,SYN100364,2023,2,Health Sciences,HEA202,semester1,38.2,3,0.44,8.4,5,0.3,59.0,0.79,72.8,29.6,Fail,1
76cff241,SYN100364,2023,2,Health Sciences,HEA203,semester2,44.4,1,0.67,40.8,0,0.62,55.7,0.93,44.3,37.6,Pass,0
cbd5f70c,SYN100364,2023,2,Health Sciences,HEA204,semester1,36.0,1,0.3,10.5,4,0.21,50.1,0.87,41.4,57.0,Pass,0
878c8b8e,SYN100364,2023,2,Health Sciences,HEA205,semester2,39.0,6,0.46,32.8,4,0.39,44.3,0.9,40.2,27.0,Fail,1
ee8dfed0,SYN100364,2024,3,Health Sciences,HEA301,year,63.7,4,0.59,44.1,7,0.51,60.9,0.89,47.5,38.4,Fail,1
4f05845d,SYN100364,2024,3,Health Sciences,HEA302,semester2,83.6,7,0.8,85.2,6,0.77,71.3,0.96,59.8,82.7,Pass,0
2bbf4eaf,SYN100364,2024,3,Health Sciences,HEA303,semester2,44.3,6,0.42,36.3,9,0.42,70.6,1.0,64.0,69.6,Pass,0
acd6171e,SYN100364,2024,3,Health Sciences,HEA304,year,52.2,9,0.73,26.3,7,0.64,55.5,0.87,,41.1,Fail,1
d246f05c,SYN100364,2025,4,Health Sciences,HEA401,semester1,62.2,3,0.7,57.1,1,0.63,24.1,0.9,75.6,36.1,Fail,1
a4555b7a,SYN100364,2025,4,Health Sciences,HEA402,semester2,78.3,8,0.68,87.2,5,0.68,54.9,1.0,51.6,25.4,Fail,1
af8bbb1a,SYN100364,2025,4,Health Sciences,HEA403,semester1,66.7,7,0.68,62.4,8,0.68,45.1,1.0,76.1,78.7,Pass,0
f20d0548,SYN100364,2026,5,Health Sciences,HEA401,semester1,41.7,4,0.22,13.3,6,0.05,49.5,0.76,,22.2,Fail,1
15855c1e,SYN100364,2026,5,Health Sciences,HEA402,year,57.2,3,0.38,45.9,5,0.31,57.7,0.9,52.9,52.2,Pass,0
7870861f,SYN100364,2026,5,Health Sciences,HEA403,semester2,47.0,2,0.59,14.2,3,0.38,43.2,0.7,55.0,30.2,Fail,1
aee34566,SYN100365,2023,1,Education,EDU101,semester1,65.0,8,0.44,71.4,10,0.44,78.6,1.0,,100.0,Pass,0
ab158dc2,SYN100365,2023,1,Education,EDU102,semester1,74.7,4,0.69,65.9,3,0.66,80.0,0.96,,82.0,Pass,0
75cd0d0f,SYN100365,2023,1,Education,EDU103,semester1,81.6,7,0.71,62.5,10,0.63,82.0,0.88,,95.8,Pass,0
575b03a4,SYN100365,2023,1,Education,EDU104,semester1,69.8,8,0.76,72.8,9,0.76,79.2,1.0,,100.0,Pass,0
4c47bd3b,SYN100365,2023,1,Education,EDU105,semester1,81.8,4,0.89,76.9,7,0.89,72.9,1.0,,88.1,Pass,0
86f93e2f,SYN100365,2024,2,Education,EDU201,semester2,98.7,8,0.84,79.0,6,0.74,83.3,0.87,64.4,100.0,Pass,0
572cc8e8,SYN100365,2024,2,Education,EDU202,semester2,90.8,7,0.8,91.7,7,0.78,82.0,0.97,96.7,100.0,Pass,0
245197bb,SYN100365,2024,2,Education,EDU203,semester2,100.0,8,1.0,84.8,5,0.84,90.7,0.77,82.1,100.0,Pass,0
ad4e87bb,SYN100365,2024,2,Education,EDU204,semester1,78.2,6,0.59,69.5,8,0.57,82.2,0.97,86.8,81.4,Pass,0
0038a018,SYN100365,2024,2,Education,EDU205,semester2,84.8,7,0.89,69.1,9,0.81,85.4,0.88,95.2,100.0,Pass,0
11250e5f,SYN100365,2025,3,Education,EDU301,semester2,49.8,6,0.67,42.4,7,0.59,89.4,0.89,61.7,89.2,Pass,0
9b2ab2b6,SYN100365,2025,3,Education,EDU302,year,61.3,7,0.64,54.2,10,0.64,60.0,1.0,,100.0,Pass,0
272440c9,SYN100365,2025,3,Education,EDU303,semester1,77.8,3,0.54,76.6,2,0.54,81.5,1.0,81.1,100.0,Pass,0
dd417715,SYN100365,2025,3,Education,EDU304,year,83.3,4,0.7,83.5,7,0.7,84.3,1.0,54.8,99.3,Pass,0
8a6d1f34,SYN100365,2026,4,Education,EDU401,semester1,59.3,4,0.64,48.5,4,0.6,65.6,0.93,79.5,84.2,Pass,0
edac0895,SYN100365,2026,4,Education,EDU402,semester2,72.2,11,0.44,68.4,10,0.44,77.2,1.0,79.1,100.0,Pass,0
f974f2d2,SYN100365,2026,4,Education,EDU403,semester2,67.1,4,0.56,66.8,4,0.56,85.0,1.0,86.7,78.7,Pass,0
fb5cc090,SYN100366,2021,1,Engineering,ENG101,year,100.0,11,0.58,92.2,8,0.47,83.5,0.84,,100.0,Pass,0
4c5b4b15,SYN100366,2021,1,Engineering,ENG102,semester2,100.0,6,0.8,100.0,7,0.8,77.1,1.0,,99.0,Pass,0
c194e89a,SYN100366,2021,1,Engineering,ENG103,semester2,75.6,6,0.69,87.0,8,0.69,90.6,1.0,,88.5,Pass,0
96e57fb6,SYN100366,2021,1,Engineering,ENG104,semester1,100.0,4,0.99,89.3,5,0.99,77.5,1.0,,100.0,Pass,0
6282b0e2,SYN100366,2021,1,Engineering,ENG105,semester1,100.0,9,0.87,87.8,6,0.81,99.1,0.91,,100.0,Pass,0
08fca05a,SYN100366,2022,2,Engineering,ENG201,semester2,51.8,7,0.45,46.0,10,0.45,54.3,1.0,66.4,100.0,Pass,0
bbd89ee4,SYN100366,2022,2,Engineering,ENG202,semester1,59.0,4,0.5,60.7,5,0.49,46.6,0.99,71.2,62.9,Pass,0
62f4c4c3,SYN100366,2022,2,Engineering,ENG203,semester1,47.3,3,0.15,37.4,3,0.07,57.5,0.89,,22.5,Fail,1
557218f0,SYN100366,2022,2,Engineering,ENG204,semester1,54.4,11,0.64,43.2,9,0.61,60.7,0.97,,85.6,Pass,0
90d86aab,SYN100366,2022,2,Engineering,ENG205,semester1,47.9,4,0.54,39.4,3,0.42,59.7,0.84,64.7,32.6,Fail,1
e10f6757,SYN100366,2023,3,Engineering,ENG301,semester2,84.1,11,0.55,70.7,12,0.5,89.4,0.93,88.9,78.7,Pass,0
31261323,SYN100366,2023,3,Engineering,ENG302,semester1,88.1,8,0.92,68.8,5,0.79,51.6,0.81,78.1,100.0,Pass,0
5706fcea,SYN100366,2023,3,Engineering,ENG303,semester2,43.0,4,0.44,20.0,1,0.34,79.4,0.85,,100.0,Pass,0
ffbaff18,SYN100366,2023,3,Engineering,ENG304,semester2,88.4,3,0.53,95.4,1,0.53,93.2,1.0,,98.7,Pass,0
2a438474,SYN100366,2024,4,Engineering,ENG401,semester1,89.8,3,0.75,74.8,2,0.74,78.0,0.99,,91.8,Pass,0
f529bc92,SYN100366,2024,4,Engineering,ENG402,semester2,87.0,8,0.83,88.1,9,0.79,78.1,0.95,72.7,91.2,Pass,0
7375c75b,SYN100366,2024,4,Engineering,ENG403,semester2,85.5,7,0.76,80.8,7,0.72,100.0,0.94,,99.4,Pass,0
bf211c41,SYN100367,2021,1,Science,SCI101,semester2,62.5,5,0.58,62.9,6,0.58,62.4,1.0,,84.5,Pass,0
d73d5ca0,SYN100367,2021,1,Science,SCI102,semester1,65.7,7,0.6,57.3,10,0.6,66.5,1.0,,100.0,Pass,0
43976dad,SYN100367,2021,1,Science,SCI103,semester2,66.0,8,0.64,65.7,8,0.6,55.0,0.94,,94.7,Pass,0
92e155d5,SYN100367,2021,1,Science,SCI104,semester1,22.2,5,0.25,20.3,7,0.15,70.9,0.86,,43.3,Fail,1
d5079d6a,SYN100367,2021,1,Science,SCI105,semester2,80.7,8,0.76,86.3,10,0.76,72.1,0.99,,100.0,Pass,0
f874e2f3,SYN100367,2022,2,Science,SCI201,semester2,82.9,6,0.75,73.6,4,0.75,46.1,1.0,,100.0,Pass,0
aa6d0ab1,SYN100367,2022,2,Science,SCI202,semester2,61.2,1,0.43,59.5,0,0.4,77.5,0.96,,89.6,Pass,0
bb692631,SYN100367,2022,2,Science,SCI203,semester2,70.5,3,0.51,57.9,5,0.43,70.1,0.88,67.6,96.1,Pass,0
01e252d7,SYN100367,2022,2,Science,SCI204,semester1,67.0,4,0.37,44.4,5,0.24,55.2,0.8,62.3,85.7,Pass,0
392f8488,SYN100367,2022,2,Science,SCI205,semester2,55.1,4,0.6,53.9,6,0.6,64.8,1.0,50.2,76.5,Pass,0
fff5f5be,SYN100367,2023,3,Science,SCI301,semester1,63.9,3,0.62,56.9,4,0.56,61.2,0.91,63.6,34.5,Fail,1
712885a7,SYN100367,2023,3,Science,SCI302,semester2,82.4,5,0.75,74.5,4,0.68,68.4,0.9,63.2,31.7,Fail,1
7e59a94b,SYN100367,2023,3,Science,SCI303,semester1,41.7,5,0.4,40.7,8,0.4,52.0,1.0,,62.8,Pass,0
a89863b9,SYN100367,2023,3,Science,SCI304,semester1,65.7,5,0.62,63.2,8,0.62,60.7,1.0,47.8,50.3,Fail,1
83ba951b,SYN100367,2024,4,Science,SCI401,semester1,0.1,0,0.04,0.0,0,0.0,56.2,0.84,,33.6,Fail,1
d73efdac,SYN100367,2024,4,Science,SCI402,year,36.8,2,0.44,31.9,0,0.38,47.4,0.91,,54.2,Fail,1
27e9cf27,SYN100367,2024,4,Science,SCI403,semester1,23.6,2,0.34,13.0,4,0.24,46.8,0.86,,29.7,Fail,1
16c7587d,SYN100368,2022,1,Law,LAW101,semester2,92.4,8,1.0,98.9,5,1.0,99.0,1.0,,83.2,Pass,0
32cd1db4,SYN100368,2022,1,Law,LAW102,semester1,76.3,7,0.97,78.2,10,0.89,62.1,0.89,,98.9,Pass,0
a8381063,SYN100368,2022,1,Law,LAW103,semester1,98.4,10,0.76,99.8,8,0.68,89.0,0.89,,100.0,Pass,0
55e606cd,SYN100368,2022,1,Law,LAW104,semester1,88.0,7,0.77,93.0,10,0.77,90.6,0.99,,90.4,Pass,0
264269ee,SYN100368,2022,1,Law,LAW105,year,100.0,6,1.0,89.9,7,0.98,81.4,0.97,,100.0,Pass,0
76ca754d,SYN100368,2023,2,Law,LAW201,semester2,100.0,6,0.92,97.8,6,0.92,91.2,1.0,100.0,99.5,Pass,0
25f4bdd7,SYN100368,2023,2,Law,LAW202,semester2,100.0,3,1.0,100.0,2,1.0,100.0,1.0,95.8,100.0,Pass,0
5115ccb8,SYN100368,2023,2,Law,LAW203,year,100.0,6,0.89,100.0,9,0.88,88.6,0.98,100.0,100.0,Pass,0
370114b3,SYN100368,2023,2,Law,LAW204,semester2,76.8,7,0.73,78.0,10,0.67,91.8,0.91,84.3,100.0,Pass,0
4ba71f35,SYN100368,2023,2,Law,LAW205,year,100.0,13,0.76,85.0,16,0.71,100.0,0.94,,98.7,Pass,0
9a45452f,SYN100368,2024,3,Law,LAW301,semester1,96.9,5,1.0,77.6,3,0.87,95.5,0.82,100.0,92.3,Pass,0
ffa6e7df,SYN100368,2024,3,Law,LAW302,semester2,97.0,13,0.96,91.8,13,0.92,77.2,0.94,91.7,87.0,Withdrawn,0
01eef113,SYN100368,2024,3,Law,LAW303,semester1,97.6,7,1.0,100.0,9,1.0,93.8,1.0,100.0,91.6,Pass,0
6732dfaa,SYN100368,2024,3,Law,LAW304,semester2,84.3,9,0.75,77.4,9,0.75,100.0,1.0,,93.1,Pass,0
ca50972a,SYN100368,2025,4,Law,LAW401,semester2,100.0,7,0.92,89.6,4,0.83,100.0,0.86,100.0,100.0,Pass,0
58fb560e,SYN100368,2025,4,Law,LAW402,semester1,100.0,7,0.83,92.6,4,0.82,100.0,0.98,100.0,80.1,Pass,0
8553ca0b,SYN100368,2025,4,Law,LAW403,year,84.0,7,0.84,78.3,6,0.84,100.0,1.0,100.0,83.4,Pass,0
f00663eb,SYN100369,2023,1,Education,EDU101,semester2,86.2,5,0.78,75.4,2,0.77,77.3,0.98,,100.0,Pass,0
c271ca39,SYN100369,2023,1,Education,EDU102,year,46.6,6,0.49,40.2,6,0.47,89.9,0.97,,99.1,Pass,0
c1682a40,SYN100369,2023,1,Education,EDU103,semester1,71.3,9,0.71,70.0,9,0.71,61.3,1.0,,97.3,Pass,0
d2283b77,SYN100369,2023,1,Education,EDU104,semester1,38.8,1,0.54,28.1,0,0.5,56.3,0.93,,82.4,Pass,0
f086304a,SYN100369,2023,1,Education,EDU105,semester2,65.4,4,0.64,49.1,5,0.52,52.6,0.83,,90.4,Pass,0
ca41c3d7,SYN100369,2024,2,Education,EDU201,semester1,73.6,5,0.64,43.2,8,0.52,89.3,0.83,74.6,90.3,Pass,0
0700e2e4,SYN100369,2024,2,Education,EDU202,semester2,86.7,6,0.8,73.9,9,0.74,90.7,0.91,93.1,95.5,Pass,0
91124bdb,SYN100369,2024,2,Education,EDU203,semester1,75.1,8,0.89,72.2,9,0.89,79.9,1.0,,100.0,Withdrawn,0
32a8ac7f,SYN100369,2024,2,Education,EDU204,semester2,100.0,7,0.96,100.0,10,0.96,82.0,1.0,,97.2,Pass,0
5113150a,SYN100369,2024,2,Education,EDU205,semester1,86.0,6,0.78,61.6,4,0.68,80.5,0.87,,100.0,Pass,0
29c796d9,SYN100369,2025,3,Education,EDU301,semester1,86.9,6,0.76,70.3,4,0.7,99.7,0.92,82.0,93.0,Pass,0
9cc15335,SYN100369,2025,3,Education,EDU302,semester1,88.5,7,0.8,86.6,4,0.77,91.7,0.96,100.0,98.4,Pass,0
18e72047,SYN100369,2025,3,Education,EDU303,semester2,90.0,6,0.84,83.5,6,0.79,90.0,0.92,98.1,94.9,Pass,0
0aab732a,SYN100369,2025,3,Education,EDU304,semester2,100.0,7,0.88,87.9,6,0.81,81.8,0.9,89.5,98.3,Pass,0
e3cc7804,SYN100369,2026,4,Education,EDU401,semester1,86.1,8,0.76,70.1,5,0.67,78.2,0.86,88.7,21.7,Fail,1
a38ccf11,SYN100369,2026,4,Education,EDU402,year,73.6,2,0.74,76.3,0,0.72,79.4,0.98,77.2,95.9,Pass,0
4ca5d94c,SYN100369,2026,4,Education,EDU403,semester2,94.9,9,0.79,93.8,12,0.72,71.4,0.9,67.2,100.0,Pass,0
684d7293,SYN100370,2021,1,Commerce,COM101,semester2,44.1,4,0.37,13.6,4,0.22,20.6,0.79,,48.4,Fail,1
e3e97bb0,SYN100370,2021,1,Commerce,COM102,semester1,46.2,4,0.28,20.8,3,0.14,34.0,0.8,,44.2,Fail,1
0865ea60,SYN100370,2021,1,Commerce,COM103,semester2,43.9,2,0.42,31.7,2,0.28,40.0,0.79,,38.5,Fail,1
0119b0f4,SYN100370,2021,1,Commerce,COM104,year,40.5,2,0.31,12.9,3,0.19,43.5,0.82,,58.8,Fail,1
56189b99,SYN100370,2021,1,Commerce,COM105,semester2,59.5,3,0.52,16.7,3,0.32,53.1,0.71,,28.9,Fail,1
7866d473,SYN100371,2023,1,Commerce,COM101,semester1,100.0,2,0.98,84.7,2,0.93,80.5,0.94,,88.0,Pass,0
111d1932,SYN100371,2023,1,Commerce,COM102,semester1,84.3,6,0.92,83.3,5,0.92,85.2,1.0,,96.6,Pass,0
d5928119,SYN100371,2023,1,Commerce,COM103,semester2,84.1,4,0.81,63.4,6,0.73,75.1,0.89,,98.2,Pass,0
246fad78,SYN100371,2023,1,Commerce,COM104,year,100.0,10,0.8,98.4,8,0.79,85.2,0.98,,100.0,Pass,0
104a1657,SYN100371,2023,1,Commerce,COM105,semester1,92.1,5,0.78,80.0,8,0.67,91.1,0.85,,85.5,Pass,0
14574da9,SYN100372,2022,1,Humanities,HUM101,semester2,72.9,6,0.69,76.2,3,0.69,67.8,1.0,,75.9,Pass,0
84c96c09,SYN100372,2022,1,Humanities,HUM102,year,65.3,0,0.47,63.2,0,0.47,54.4,1.0,,81.1,Pass,0
